pressure ,maxtemp,temparature,mintemp,dewpoint,humidity ,cloud ,rainfall,sunshine,         winddirection,windspeed,Year,Month,Day_from_date
1025.4,18.2,16.2,13.8,8.7,62,71,no,2.1,30.0,29.0,2046,7,22
1008.5,28.6,27.0,24.9,25.0,89,88,yes,0.3,220.0,14.2,2046,7,23
1012.2,23.4,22.5,20.8,18.7,80,89,yes,0.3,60.0,27.0,2046,7,24
1009.1,35.1,31.3,29.4,26.3,75,57,yes,9.9,160.0,11.9,2046,7,25
1006.5,31.2,28.3,26.9,24.4,79,84,yes,4.5,210.0,8.9,2046,7,26
1014.5,25.3,21.9,19.9,19.5,86,83,no,3.6,50.0,8.3,2046,7,27
1010.5,30.8,29.3,27.7,26.0,83,81,yes,2.3,200.0,19.8,2046,7,28
1017.8,29.6,26.7,25.3,23.1,81,53,no,8.4,100.0,16.5,2046,7,29
1011.6,32.3,28.9,26.8,24.5,78,54,no,11.4,100.0,9.8,2046,7,30
1015.2,24.8,24.2,23.5,22.3,89,84,yes,0.1,80.0,35.8,2046,7,31
1017.0,28.5,25.9,24.5,22.9,84,58,yes,5.9,70.0,22.1,2046,8,1
1007.8,30.8,27.2,25.3,22.7,77,63,no,5.6,20.0,11.3,2046,8,2
1024.1,22.4,17.3,14.6,8.4,58,19,no,11.1,30.0,14.6,2046,8,3
1011.2,32.2,28.9,26.9,24.6,78,69,no,10.7,20.0,11.8,2046,8,4
1020.0,19.9,17.6,16.2,15.5,88,80,no,3.3,50.0,21.2,2046,8,5
1008.5,25.2,23.1,21.6,22.8,98,88,yes,0.0,30.0,11.2,2046,8,6
1016.0,29.1,26.1,24.1,23.2,84,20,no,8.2,80.0,7.9,2046,8,7
1012.0,26.3,24.5,23.4,19.9,76,79,no,4.8,70.0,30.3,2046,8,8
1010.3,32.9,30.0,28.1,25.2,76,29,no,11.4,240.0,14.5,2046,8,9
1010.4,28.2,26.0,24.7,23.0,84,78,yes,4.6,50.0,12.5,2046,8,10
1005.5,25.1,21.8,20.9,21.6,98,93,yes,0.0,40.0,14.5,2046,8,11
1007.7,32.8,30.1,28.1,25.7,77,59,no,10.4,230.0,16.6,2046,8,12
1017.1,17.8,15.2,11.9,11.1,76,49,no,3.9,50.0,28.4,2046,8,13
1014.9,22.4,18.8,17.2,16.4,86,80,yes,2.4,40.0,15.8,2046,8,14
1000.1,32.0,30.2,28.4,24.4,71,48,yes,6.1,10.0,12.0,2046,8,15
1010.9,33.3,30.0,27.5,25.3,76,49,yes,8.8,220.0,12.3,2046,8,16
1013.9,27.2,25.5,24.4,23.8,90,51,no,7.0,80.0,17.2,2046,8,17
1007.9,30.7,27.5,25.4,24.1,82,61,yes,7.6,180.0,7.4,2046,8,18
1013.0,24.9,22.4,20.3,21.4,94,85,yes,1.5,40.0,12.5,2046,8,19
1023.6,20.2,15.8,12.6,9.8,68,22,no,11.1,70.0,13.4,2046,8,20
1011.1,31.0,28.1,26.8,23.7,77,46,yes,8.4,100.0,21.4,2046,8,21
1021.3,21.1,19.4,17.1,16.2,82,87,yes,1.6,50.0,22.5,2046,8,22
1017.1,25.0,23.3,22.2,19.6,80,69,yes,6.3,70.0,15.9,2046,8,23
1013.3,27.9,25.3,23.2,22.9,87,84,yes,2.5,40.0,9.1,2046,8,24
1017.7,25.4,23.8,22.6,20.6,82,85,yes,2.6,80.0,43.8,2046,8,25
1015.2,24.8,24.2,23.5,22.3,89,84,yes,0.1,80.0,35.8,2046,8,26
1017.7,17.1,16.1,15.1,15.3,95,100,yes,0.0,50.0,26.2,2046,8,27
1009.1,35.1,31.3,29.4,26.3,75,57,yes,9.9,160.0,11.9,2046,8,28
1010.3,33.1,30.0,27.8,26.0,80,83,yes,6.3,190.0,24.4,2046,8,29
1021.3,21.1,19.4,17.1,16.2,82,87,yes,1.6,50.0,22.5,2046,8,30
1014.4,26.7,23.1,20.1,20.8,87,81,yes,1.2,80.0,19.6,2046,8,31
1005.1,33.9,30.1,27.0,24.9,74,47,yes,10.4,50.0,14.1,2046,9,1
1002.4,33.2,30.7,28.3,24.3,70,48,no,7.8,10.0,11.0,2046,9,2
1008.8,32.1,29.8,28.0,26.0,80,73,yes,9.8,220.0,22.8,2046,9,3
1006.7,32.8,29.0,25.8,20.6,61,30,no,11.1,10.0,16.4,2046,9,4
1015.2,25.3,23.3,21.0,22.1,92,86,yes,0.3,80.0,29.7,2046,9,5
1010.5,30.9,28.1,26.2,25.1,84,85,no,2.0,180.0,15.4,2046,9,6
1007.8,30.9,28.0,26.2,24.7,82,62,yes,8.8,100.0,16.2,2046,9,7
1025.9,15.2,13.2,11.5,-0.4,39,25,no,9.1,20.0,35.6,2046,9,8
1021.8,21.4,18.8,17.0,15.0,79,56,no,3.4,30.0,21.5,2046,9,9
1007.8,30.8,27.2,25.3,22.7,77,63,no,5.6,20.0,11.3,2046,9,10
1015.6,26.3,25.5,24.7,22.4,83,81,yes,0.5,80.0,30.2,2046,9,11
1005.6,31.3,29.7,27.4,20.0,56,53,no,10.4,230.0,15.5,2046,9,12
1006.7,32.0,29.3,27.4,24.7,77,23,no,11.1,230.0,17.3,2046,9,13
1010.9,27.5,25.9,24.1,24.2,90,86,yes,1.1,190.0,16.0,2046,9,14
1010.2,29.2,26.4,24.3,19.3,65,64,yes,6.4,10.0,13.2,2046,9,15
1004.2,31.7,30.2,29.2,26.6,81,88,yes,2.4,220.0,30.0,2046,9,16
1018.3,22.2,20.0,18.4,16.3,79,89,yes,2.4,40.0,14.8,2046,9,17
1007.8,30.8,27.2,25.3,22.7,77,63,no,5.6,20.0,11.3,2046,9,18
1009.8,27.6,25.1,23.7,21.4,80,78,yes,5.0,70.0,28.6,2046,9,19
1006.1,33.3,29.6,27.6,24.4,74,27,no,10.8,220.0,8.7,2046,9,20
1010.3,34.2,30.1,27.8,26.1,80,41,no,12.0,130.0,12.4,2046,9,21
1009.3,33.7,30.6,28.7,25.6,75,51,no,10.0,200.0,12.6,2046,9,22
1006.8,30.3,28.9,26.4,26.2,86,83,yes,0.2,230.0,14.3,2046,9,23
1019.5,25.8,23.7,22.3,18.8,74,82,yes,2.4,70.0,32.9,2046,9,24
1011.3,31.9,28.6,26.5,23.1,73,60,no,9.0,70.0,39.5,2046,9,25
1005.5,34.4,30.6,27.9,23.2,65,22,no,9.1,10.0,10.7,2046,9,26
1007.4,28.8,26.9,25.6,25.1,90,88,yes,0.2,210.0,12.9,2046,9,27
1008.4,34.1,30.4,28.4,24.7,72,20,no,11.4,210.0,9.6,2046,9,28
1002.2,33.4,30.0,26.9,25.5,77,70,no,7.7,350.0,13.6,2046,9,29
1007.6,29.5,27.6,26.7,24.8,85,84,yes,1.8,70.0,34.8,2046,9,30
1011.2,27.1,24.8,22.5,19.4,73,69,yes,7.2,10.0,21.9,2046,10,1
1006.4,29.1,27.5,26.0,25.5,89,88,yes,1.2,130.0,32.5,2046,10,2
1011.9,31.0,28.1,26.9,24.5,81,86,yes,2.1,70.0,32.2,2046,10,3
1018.7,27.8,25.1,23.3,19.1,70,68,yes,10.5,70.0,32.4,2046,10,4
1007.9,30.7,27.5,25.4,24.1,82,61,yes,7.6,180.0,7.4,2046,10,5
1017.0,26.0,24.8,23.9,21.1,80,83,no,0.4,70.0,40.4,2046,10,6
1012.2,23.4,22.5,20.8,18.7,80,89,yes,0.3,60.0,27.0,2046,10,7
1007.9,29.6,28.0,26.4,25.6,87,84,yes,0.1,230.0,22.9,2046,10,8
1008.2,29.1,26.8,25.4,24.0,85,83,yes,3.6,230.0,20.2,2046,10,9
1010.6,33.3,29.5,27.3,24.5,75,38,no,10.3,20.0,5.5,2046,10,10
1011.2,32.2,28.9,26.9,24.6,78,69,no,10.7,20.0,11.8,2046,10,11
1018.9,16.2,14.1,10.3,12.9,92,100,yes,0.0,50.0,35.3,2046,10,12
1012.5,28.4,24.6,22.0,22.3,87,80,yes,4.8,30.0,7.3,2046,10,13
1002.2,31.1,28.9,26.1,26.1,85,89,yes,2.4,240.0,19.8,2046,10,14
1020.3,16.3,15.3,14.6,13.3,88,94,yes,0.0,40.0,22.2,2046,10,15
1008.4,28.8,27.3,24.7,26.0,93,88,yes,0.5,130.0,24.8,2046,10,16
1017.2,25.9,24.8,24.4,21.6,82,73,yes,1.1,80.0,30.6,2046,10,17
1023.8,20.9,16.6,13.3,11.5,72,49,no,9.5,20.0,9.2,2046,10,18
1010.9,27.7,25.8,24.5,24.8,94,88,yes,0.0,110.0,16.5,2046,10,19
1017.3,24.2,23.9,23.6,21.1,84,88,yes,0.0,80.0,41.4,2046,10,20
1019.9,18.5,17.3,16.1,13.7,79,86,no,0.6,20.0,23.9,2046,10,21
1005.5,25.1,21.8,20.9,21.6,98,93,yes,0.0,40.0,14.5,2046,10,22
1025.3,19.2,17.3,15.2,13.3,78,86,yes,1.2,20.0,20.9,2046,10,23
1014.8,24.6,21.7,17.4,18.1,81,82,yes,3.9,20.0,15.3,2046,10,24
1007.8,28.9,27.4,25.7,25.4,89,87,yes,0.4,50.0,8.6,2046,10,25
1009.8,31.9,29.2,25.6,25.6,82,70,yes,6.4,220.0,22.6,2046,10,26
1008.2,29.1,26.8,25.4,24.0,85,83,yes,3.6,230.0,20.2,2046,10,27
1016.8,26.6,25.9,25.4,21.7,77,77,yes,3.0,80.0,37.5,2046,10,28
1011.3,29.4,26.8,24.8,20.9,70,45,yes,7.1,20.0,20.4,2046,10,29
1009.4,30.7,27.9,26.4,23.1,75,60,no,8.3,60.0,29.0,2046,10,30
1010.1,22.8,21.5,20.1,19.9,91,89,yes,0.0,70.0,31.8,2046,10,31
1007.6,29.5,27.6,26.7,24.8,85,84,yes,1.8,70.0,34.8,2046,11,1
1011.7,29.7,26.8,24.2,23.7,83,88,yes,1.6,60.0,52.8,2046,11,2
1009.8,27.6,25.1,23.7,21.4,80,78,yes,5.0,70.0,28.6,2046,11,3
1020.8,21.0,18.4,16.5,14.4,78,28,no,7.7,60.0,14.3,2046,11,4
1004.5,30.6,28.1,25.1,25.2,85,88,yes,0.6,230.0,20.2,2046,11,5
1017.2,25.9,24.8,24.4,21.6,82,73,yes,1.1,80.0,30.6,2046,11,6
1005.9,28.3,26.5,24.7,24.3,88,77,yes,1.9,230.0,25.9,2046,11,7
1021.8,18.8,15.2,13.3,10.9,76,45,no,9.2,40.0,9.1,2046,11,8
1006.7,32.0,29.3,27.4,24.7,77,23,no,11.1,230.0,17.3,2046,11,9
1011.0,29.8,25.6,22.8,23.6,89,82,yes,2.0,50.0,11.1,2046,11,10
1022.2,15.6,12.4,10.7,11.2,93,96,yes,0.0,20.0,31.9,2046,11,11
1013.3,24.4,22.3,20.7,20.8,91,78,yes,1.0,40.0,14.8,2046,11,12
1022.2,19.0,18.0,17.0,14.1,78,90,yes,0.0,30.0,28.5,2046,11,13
1007.9,33.8,28.7,24.7,25.4,83,75,yes,5.5,220.0,20.8,2046,11,14
1008.7,26.1,24.4,23.2,23.2,93,84,yes,1.4,190.0,8.5,2046,11,15
1008.6,28.8,25.5,23.4,20.6,75,62,no,8.8,80.0,26.0,2046,11,16
1010.6,31.0,28.7,27.1,25.1,81,69,no,4.7,170.0,12.1,2046,11,17
1011.7,29.7,26.8,24.2,23.7,83,88,yes,1.6,60.0,52.8,2046,11,18
1011.3,29.4,26.8,24.8,20.9,70,45,yes,7.1,20.0,20.4,2046,11,19
1016.8,24.7,22.3,21.1,20.7,91,70,yes,6.0,40.0,9.4,2046,11,20
1019.4,22.3,20.8,19.6,16.5,77,93,yes,0.0,20.0,27.9,2046,11,21
1020.8,21.2,16.7,12.7,7.2,54,29,no,10.2,40.0,17.2,2046,11,22
1016.1,28.2,25.8,24.5,22.0,80,82,yes,6.5,70.0,28.3,2046,11,23
1017.6,25.1,22.9,22.0,19.0,79,85,no,2.0,70.0,25.0,2046,11,24
1024.4,11.2,10.4,9.4,6.8,79,94,yes,0.0,10.0,27.3,2046,11,25
1006.5,31.2,28.3,26.9,24.4,79,84,yes,4.5,210.0,8.9,2046,11,26
1007.0,33.0,30.2,28.6,26.4,81,78,yes,6.2,230.0,22.4,2046,11,27
1008.2,27.7,24.9,22.6,22.8,88,81,yes,0.3,240.0,13.0,2046,11,28
1024.9,17.4,13.6,11.2,0.3,39,13,no,10.2,20.0,44.7,2046,11,29
1011.2,27.1,24.8,22.5,19.4,73,69,yes,7.2,10.0,21.9,2046,11,30
1023.9,15.7,13.7,11.6,9.2,75,88,yes,0.2,20.0,19.4,2046,12,1
1016.4,21.0,20.4,19.7,17.8,85,83,yes,0.0,70.0,30.3,2046,12,2
1007.8,30.9,28.0,26.2,24.7,82,62,yes,8.8,100.0,16.2,2046,12,3
1008.6,35.0,30.8,28.3,25.5,74,28,no,11.0,130.0,8.3,2046,12,4
1006.4,29.1,27.5,26.0,25.5,89,88,yes,1.2,130.0,32.5,2046,12,5
1013.8,29.4,25.8,23.3,20.4,73,20,no,10.5,30.0,9.9,2046,12,6
1006.6,33.0,30.1,28.0,25.9,78,83,yes,6.8,180.0,33.0,2046,12,7
1021.3,18.1,16.6,15.4,12.2,76,91,yes,0.1,10.0,28.4,2046,12,8
1007.4,28.8,26.9,25.6,25.1,90,88,yes,0.2,210.0,12.9,2046,12,9
1007.7,32.8,30.1,28.1,25.7,77,59,no,10.4,230.0,16.6,2046,12,10
1012.4,31.6,27.9,26.5,23.1,76,82,yes,4.2,10.0,30.6,2046,12,11
1017.4,28.2,25.0,23.1,20.1,75,51,no,7.4,70.0,23.9,2046,12,12
1009.7,32.9,30.1,28.1,24.8,74,29,no,11.8,240.0,12.8,2046,12,13
1003.4,33.3,30.7,28.2,24.9,72,40,no,10.0,290.0,10.9,2046,12,14
1022.5,17.2,15.2,13.4,4.3,49,11,no,9.3,10.0,48.0,2046,12,15
1013.4,17.3,16.6,15.9,16.0,96,100,yes,0.0,50.0,33.5,2046,12,16
1008.1,35.2,31.0,28.8,25.0,72,38,no,11.2,180.0,9.0,2046,12,17
1003.4,33.3,30.7,28.2,24.9,72,40,no,10.0,290.0,10.9,2046,12,18
1020.6,21.2,18.2,15.8,7.8,52,46,no,3.5,20.0,34.3,2046,12,19
1015.6,30.1,26.5,24.3,22.1,77,48,no,9.5,60.0,10.3,2046,12,20
1009.3,31.1,28.7,27.1,24.5,78,74,yes,7.7,200.0,14.5,2046,12,21
1008.9,35.5,31.4,28.9,26.1,74,39,no,10.6,150.0,9.1,2046,12,22
1008.2,32.4,29.9,28.3,26.6,83,81,yes,8.4,230.0,20.5,2046,12,23
1008.7,26.1,24.4,23.2,23.2,93,84,yes,1.4,190.0,8.5,2046,12,24
1004.5,30.6,28.1,25.1,25.2,85,88,yes,0.6,230.0,20.2,2046,12,25
1011.4,31.2,28.7,27.3,25.2,82,80,no,3.8,150.0,9.5,2046,12,26
1004.5,30.6,28.1,25.1,25.2,85,88,yes,0.6,230.0,20.2,2046,12,27
1008.7,26.1,24.4,23.2,23.2,93,84,yes,1.4,190.0,8.5,2046,12,28
1007.8,32.8,30.1,28.6,26.2,80,73,no,7.2,230.0,31.7,2046,12,29
1006.6,33.0,30.1,28.0,25.9,78,83,yes,6.8,180.0,33.0,2046,12,30
1020.2,17.7,15.3,12.7,14.9,98,99,yes,0.0,70.0,42.0,2046,12,31
1020.8,21.0,18.4,16.5,14.4,78,28,no,7.7,60.0,14.3,2047,1,1
1010.5,30.0,27.8,26.1,23.1,76,54,no,10.6,300.0,13.0,2047,1,2
1020.3,16.3,15.3,14.6,13.3,88,94,yes,0.0,40.0,22.2,2047,1,3
1006.1,33.3,29.6,27.6,24.4,74,27,no,10.8,220.0,8.7,2047,1,4
1021.8,21.4,18.8,17.0,15.0,79,56,no,3.4,30.0,21.5,2047,1,5
1009.2,26.3,23.3,21.3,21.9,92,93,yes,0.0,190.0,20.5,2047,1,6
1017.1,25.0,23.3,22.2,19.6,80,69,yes,6.3,70.0,15.9,2047,1,7
1004.9,32.2,29.7,28.1,25.3,78,38,no,11.0,230.0,20.5,2047,1,8
1012.7,31.3,28.1,26.5,23.2,75,47,no,7.9,60.0,24.5,2047,1,9
1006.5,32.4,30.3,29.0,26.5,80,77,yes,5.2,220.0,28.8,2047,1,10
1010.9,33.3,30.0,27.5,25.3,76,49,yes,8.8,220.0,12.3,2047,1,11
1007.9,32.3,29.9,26.7,25.8,79,78,yes,4.1,220.0,25.1,2047,1,12
1016.3,28.4,26.2,25.2,23.4,85,87,yes,3.4,80.0,24.8,2047,1,13
1015.0,16.3,15.3,14.1,13.6,90,100,yes,0.0,60.0,33.2,2047,1,14
1015.0,31.8,28.5,26.8,24.0,77,47,yes,8.6,70.0,14.5,2047,1,15
1018.0,16.5,15.3,14.2,12.4,83,89,yes,1.1,20.0,26.7,2047,1,16
1007.4,29.0,27.4,25.8,25.0,87,88,yes,0.9,40.0,5.7,2047,1,17
1011.4,31.2,28.7,27.3,25.2,82,80,no,3.8,150.0,9.5,2047,1,18
1013.0,29.0,27.6,25.8,25.8,90,87,yes,0.7,60.0,18.2,2047,1,19
1013.7,25.9,24.8,23.6,23.5,93,74,yes,2.3,80.0,25.5,2047,1,20
1022.5,18.6,17.6,17.0,12.9,75,88,yes,0.0,40.0,19.0,2047,1,21
1023.6,14.3,12.5,10.3,8.6,77,88,yes,0.3,40.0,21.3,2047,1,22
1008.1,33.2,30.6,29.0,26.4,79,69,yes,8.5,240.0,25.1,2047,1,23
1013.0,31.2,28.0,25.8,21.4,68,49,no,9.2,50.0,39.9,2047,1,24
1009.7,32.9,30.1,28.1,24.8,74,29,no,11.8,240.0,12.8,2047,1,25
1012.5,25.9,23.1,21.3,21.1,89,76,no,3.5,200.0,10.2,2047,1,26
1021.9,15.0,13.7,11.7,11.8,89,95,yes,0.0,40.0,18.6,2047,1,27
1016.8,18.9,17.7,16.9,16.8,95,95,yes,0.0,60.0,35.1,2047,1,28
1012.5,29.1,25.5,23.5,19.3,70,43,no,9.7,60.0,8.9,2047,1,29
1015.0,29.6,26.8,24.9,22.1,76,61,yes,8.2,80.0,19.7,2047,1,30
1005.3,32.0,30.3,29.3,26.3,79,86,yes,1.6,210.0,29.3,2047,1,31
1005.1,33.9,30.1,27.0,24.9,74,47,yes,10.4,50.0,14.1,2047,2,1
1009.8,27.6,25.1,23.7,21.4,80,78,yes,5.0,70.0,28.6,2047,2,2
1015.0,16.3,15.3,14.1,13.6,90,100,yes,0.0,60.0,33.2,2047,2,3
1018.0,16.5,15.3,14.2,12.4,83,89,yes,1.1,20.0,26.7,2047,2,4
1007.6,29.5,27.6,26.7,24.8,85,84,yes,1.8,70.0,34.8,2047,2,5
1009.3,33.4,30.2,28.0,25.3,76,44,yes,10.1,200.0,9.5,2047,2,6
1016.4,28.7,26.5,25.5,23.6,84,70,yes,5.9,70.0,18.0,2047,2,7
1011.3,29.4,26.8,24.8,20.9,70,45,yes,7.1,20.0,20.4,2047,2,8
1023.6,14.3,12.5,10.3,8.6,77,88,yes,0.3,40.0,21.3,2047,2,9
1020.4,27.2,25.6,24.4,21.6,79,66,yes,5.3,80.0,40.8,2047,2,10
1022.2,19.0,18.0,17.0,14.1,78,90,yes,0.0,30.0,28.5,2047,2,11
1009.9,30.5,28.4,27.2,25.3,83,84,no,2.9,190.0,15.5,2047,2,12
1017.3,24.2,23.9,23.6,21.1,84,88,yes,0.0,80.0,41.4,2047,2,13
1008.9,33.0,30.1,27.7,26.0,79,78,yes,5.3,190.0,21.9,2047,2,14
1020.6,18.9,18.1,17.1,14.3,78,79,no,3.3,70.0,39.3,2047,2,15
1022.4,20.4,18.4,15.3,9.7,57,44,no,8.6,60.0,39.3,2047,2,16
1002.4,33.2,30.7,28.3,24.3,70,48,no,7.8,10.0,11.0,2047,2,17
1017.3,24.2,23.9,23.6,21.1,84,88,yes,0.0,80.0,41.4,2047,2,18
1009.1,32.0,28.9,27.3,25.3,81,40,yes,6.8,110.0,10.2,2047,2,19
1015.2,24.8,24.2,23.5,22.3,89,84,yes,0.1,80.0,35.8,2047,2,20
1007.3,32.8,29.2,26.3,25.4,81,77,yes,6.5,220.0,13.9,2047,2,21
1020.9,24.5,22.9,20.5,17.8,73,61,no,4.3,20.0,29.6,2047,2,22
1003.4,33.3,30.7,28.2,24.9,72,40,no,10.0,290.0,10.9,2047,2,23
1011.1,31.9,29.3,27.2,24.8,78,38,no,11.0,220.0,11.7,2047,2,24
1024.1,19.9,16.9,15.2,10.0,65,58,no,5.6,60.0,26.9,2047,2,25
1020.8,21.2,16.7,12.7,7.2,54,29,no,10.2,40.0,17.2,2047,2,26
1022.2,15.9,15.0,14.7,11.0,77,82,yes,0.0,70.0,44.7,2047,2,27
1017.1,15.5,14.8,14.0,11.1,79,94,yes,0.0,70.0,38.0,2047,2,28
1011.1,31.0,28.1,26.8,23.7,77,46,yes,8.4,100.0,21.4,2047,3,1
1003.4,33.3,30.7,28.2,24.9,72,40,no,10.0,290.0,10.9,2047,3,2
1018.0,16.5,15.3,14.2,12.4,83,89,yes,1.1,20.0,26.7,2047,3,3
1015.5,20.9,19.3,17.6,16.8,86,80,yes,5.1,20.0,10.2,2047,3,4
1005.6,31.3,29.7,27.4,20.0,56,53,no,10.4,230.0,15.5,2047,3,5
1000.0,32.9,30.6,28.0,24.2,69,30,yes,7.6,220.0,11.7,2047,3,6
1017.1,27.6,25.4,24.0,21.3,78,65,yes,8.3,80.0,29.2,2047,3,7
1017.7,25.3,22.6,18.2,16.8,70,44,no,6.9,20.0,28.6,2047,3,8
1006.5,32.4,30.3,29.0,26.5,80,77,yes,5.2,220.0,28.8,2047,3,9
1013.4,30.8,26.2,23.6,19.5,69,17,no,10.5,70.0,12.4,2047,3,10
1008.6,28.8,25.5,23.4,20.6,75,62,no,8.8,80.0,26.0,2047,3,11
1004.2,31.7,30.2,29.2,26.6,81,88,yes,2.4,220.0,30.0,2047,3,12
1010.9,33.3,30.0,27.5,25.3,76,49,yes,8.8,220.0,12.3,2047,3,13
1016.6,21.3,20.4,19.1,17.3,82,84,yes,0.4,50.0,20.3,2047,3,14
1010.2,28.2,25.3,23.1,16.7,59,79,no,4.4,20.0,17.3,2047,3,15
1007.8,30.9,28.0,26.2,24.7,82,62,yes,8.8,100.0,16.2,2047,3,16
1025.9,19.9,18.3,16.8,13.1,72,49,yes,9.3,80.0,26.3,2047,3,17
1024.9,17.4,13.6,11.2,0.3,39,13,no,10.2,20.0,44.7,2047,3,18
1018.9,16.2,14.1,10.3,12.9,92,100,yes,0.0,50.0,35.3,2047,3,19
1017.5,17.3,16.6,15.3,9.8,64,77,yes,0.1,40.0,22.0,2047,3,20
1005.3,33.1,30.1,27.8,24.2,72,29,no,10.6,220.0,6.1,2047,3,21
1011.0,29.8,25.6,22.8,23.6,89,82,yes,2.0,50.0,11.1,2047,3,22
1005.1,33.9,30.1,27.0,24.9,74,47,yes,10.4,50.0,14.1,2047,3,23
1006.6,33.0,30.1,28.0,25.9,78,83,yes,6.8,180.0,33.0,2047,3,24
1008.5,25.2,23.1,21.6,22.8,98,88,yes,0.0,30.0,11.2,2047,3,25
1005.3,33.1,30.1,27.8,24.2,72,29,no,10.6,220.0,6.1,2047,3,26
1002.2,33.4,30.0,26.9,25.5,77,70,no,7.7,350.0,13.6,2047,3,27
1026.1,18.1,13.7,9.9,1.7,36,2,no,10.2,20.0,20.5,2047,3,28
1009.5,31.8,29.9,28.7,25.7,79,72,no,7.0,220.0,25.2,2047,3,29
1012.5,28.4,24.6,22.0,22.3,87,80,yes,4.8,30.0,7.3,2047,3,30
1008.1,28.4,26.6,23.7,24.3,87,84,yes,0.3,220.0,12.0,2047,3,31
1013.0,31.7,28.8,26.4,25.3,81,84,yes,2.9,30.0,7.9,2047,4,1
1013.0,24.9,22.4,20.3,21.4,94,85,yes,1.5,40.0,12.5,2047,4,2
1014.6,30.6,28.2,27.1,24.2,79,72,yes,7.1,70.0,27.4,2047,4,3
1017.0,29.2,26.7,25.5,23.3,82,46,yes,9.5,110.0,15.8,2047,4,4
1008.4,34.1,30.4,28.4,24.7,72,20,no,11.4,210.0,9.6,2047,4,5
1025.4,18.2,16.2,13.8,8.7,62,71,no,2.1,30.0,29.0,2047,4,6
1014.5,26.9,24.3,22.3,21.2,83,74,yes,5.5,30.0,13.8,2047,4,7
1006.3,30.0,27.1,24.1,25.1,89,85,yes,3.1,190.0,12.6,2047,4,8
1011.1,31.0,28.1,26.8,23.7,77,46,yes,8.4,100.0,21.4,2047,4,9
1008.1,30.7,28.1,26.3,25.4,86,75,yes,5.7,20.0,9.5,2047,4,10
1010.4,28.2,26.0,24.7,23.0,84,78,yes,4.6,50.0,12.5,2047,4,11
1006.0,33.0,30.3,28.7,26.3,79,58,no,10.0,230.0,27.4,2047,4,12
1008.4,28.8,27.3,24.7,26.0,93,88,yes,0.5,130.0,24.8,2047,4,13
1021.2,18.6,14.8,12.3,8.4,66,18,no,10.1,20.0,24.4,2047,4,14
1008.8,29.1,26.2,24.8,24.7,91,80,yes,2.2,20.0,11.2,2047,4,15
1007.7,32.8,30.1,28.1,25.7,77,59,no,10.4,230.0,16.6,2047,4,16
1013.4,17.3,16.6,15.9,16.0,96,100,yes,0.0,50.0,33.5,2047,4,17
1008.9,32.8,30.0,28.0,25.4,77,32,no,11.9,250.0,21.6,2047,4,18
1018.9,25.2,22.4,20.4,17.7,75,56,yes,6.0,100.0,15.7,2047,4,19
1008.1,30.7,28.1,26.3,25.4,86,75,yes,5.7,20.0,9.5,2047,4,20
1006.0,33.0,30.3,28.7,26.3,79,58,no,10.0,230.0,27.4,2047,4,21
1007.9,33.8,28.7,24.7,25.4,83,75,yes,5.5,220.0,20.8,2047,4,22
1012.2,23.4,22.5,20.8,18.7,80,89,yes,0.3,60.0,27.0,2047,4,23
1011.4,30.8,26.5,22.8,23.9,86,84,yes,3.1,220.0,11.8,2047,4,24
1008.5,25.2,23.1,21.6,22.8,98,88,yes,0.0,30.0,11.2,2047,4,25
1022.0,21.7,18.9,17.2,15.6,81,83,yes,0.6,50.0,15.3,2047,4,26
1024.7,19.7,16.5,14.6,11.5,73,43,no,9.9,70.0,34.2,2047,4,27
1009.7,32.9,30.1,28.1,24.8,74,29,no,11.8,240.0,12.8,2047,4,28
1020.6,18.9,18.1,17.1,14.3,78,79,no,3.3,70.0,39.3,2047,4,29
1012.5,21.5,20.1,18.9,18.9,93,88,no,0.3,40.0,15.3,2047,4,30
1008.2,32.1,29.4,26.7,25.9,82,85,yes,7.2,220.0,12.8,2047,5,1
1008.7,26.1,24.4,23.2,23.2,93,84,yes,1.4,190.0,8.5,2047,5,2
1007.0,33.0,30.2,28.6,26.4,81,78,yes,6.2,230.0,22.4,2047,5,3
1023.6,14.3,12.5,10.3,8.6,77,88,yes,0.3,40.0,21.3,2047,5,4
1010.0,33.3,29.0,27.5,26.7,87,79,yes,3.9,160.0,23.4,2047,5,5
1006.5,31.2,28.3,26.9,24.4,79,84,yes,4.5,210.0,8.9,2047,5,6
1009.8,27.6,25.1,23.7,21.4,80,78,yes,5.0,70.0,28.6,2047,5,7
1007.9,33.8,28.7,24.7,25.4,83,75,yes,5.5,220.0,20.8,2047,5,8
1009.8,28.4,26.0,23.9,24.3,90,83,yes,3.1,180.0,13.0,2047,5,9
1012.7,31.3,28.1,26.5,23.2,75,47,no,7.9,60.0,24.5,2047,5,10
1007.9,30.7,27.5,25.4,24.1,82,61,yes,7.6,180.0,7.4,2047,5,11
1011.3,31.9,28.6,26.5,23.1,73,60,no,9.0,70.0,39.5,2047,5,12
1010.4,28.2,26.0,24.7,23.0,84,78,yes,4.6,50.0,12.5,2047,5,13
1014.1,26.8,26.0,25.3,25.4,97,86,yes,0.4,100.0,30.4,2047,5,14
1012.7,27.6,26.4,25.0,25.0,92,85,yes,0.7,140.0,12.5,2047,5,15
